gvkey,iid,datadate,tic,prccd,return,dollar
108132,1,20171122,SPY,259.76,1.292214873,12922.14873
108132,1,20171124,SPY,260.36,1.295199663,12951.99663
108132,1,20171127,SPY,260.23,1.294552958,12945.52958
108132,1,20171128,SPY,262.87,1.307686032,13076.86032
108132,1,20171129,SPY,262.71,1.306890088,13068.90088
108132,1,20171130,SPY,265.01,1.318331781,13183.31781
108132,1,20171201,SPY,264.46,1.315595724,13155.95724
108132,1,20171204,SPY,264.14,1.314003836,13140.03836
108132,1,20171205,SPY,263.19,1.30927792,13092.7792
108132,1,20171206,SPY,263.24,1.309526652,13095.26652
108132,1,20171207,SPY,264.07,1.313655611,13136.55611
108132,1,20171208,SPY,265.51,1.320819106,13208.19106
108132,1,20171211,SPY,266.31,1.324798825,13247.98825
108132,1,20171212,SPY,266.78,1.32713691,13271.3691
108132,1,20171213,SPY,266.75,1.326987671,13269.87671
108132,1,20171214,SPY,265.66,1.321565303,13215.65303
108132,1,20171215,SPY,266.51,1.325793755,13257.93755
108132,1,20171218,SPY,268.2,1.334200912,13342.00912
108132,1,20171219,SPY,267.17,1.329077023,13290.77023
108132,1,20171220,SPY,267.03,1.328380573,13283.80573
108132,1,20171221,SPY,267.58,1.33111663,13311.1663
108132,1,20171222,SPY,267.51,1.330768404,13307.68404
108132,1,20171226,SPY,267.19,1.329176516,13291.76516
108132,1,20171227,SPY,267.32,1.329823221,13298.23221
108132,1,20171228,SPY,267.87,1.332559278,13325.59278
108132,1,20171229,SPY,266.86,1.327534882,13275.34882
108132,1,20180102,SPY,268.77,1.337036462,13370.36462
108132,1,20180103,SPY,270.47,1.345493366,13454.93366
108132,1,20180104,SPY,271.61,1.351164466,13511.64466
108132,1,20180105,SPY,273.42,1.360168581,13601.68581
108132,1,20180108,SPY,273.92,1.362655906,13626.55906
108132,1,20180109,SPY,274.54,1.365740188,13657.40188
108132,1,20180110,SPY,274.12,1.363650835,13636.50835
108132,1,20180111,SPY,276.12,1.373600134,13736.00134
108132,1,20180112,SPY,277.92,1.382554502,13825.54502
108132,1,20180116,SPY,276.97,1.377828586,13778.28586
108132,1,20180117,SPY,279.61,1.390961659,13909.61659
108132,1,20180118,SPY,279.14,1.388623574,13886.23574
108132,1,20180119,SPY,280.41,1.394941379,13949.41379
108132,1,20180122,SPY,282.69,1.406283579,14062.83579
108132,1,20180123,SPY,283.29,1.409268368,14092.68368
108132,1,20180124,SPY,283.18,1.408721157,14087.21157
108132,1,20180125,SPY,283.3,1.409318115,14093.18115
108132,1,20180126,SPY,286.58,1.425634964,14256.34964
108132,1,20180129,SPY,284.68,1.416183131,14161.83131
108132,1,20180130,SPY,281.76,1.401657155,14016.57155
108132,1,20180131,SPY,281.9,1.402353606,14023.53606
108132,1,20180201,SPY,281.58,1.400761718,14007.61718
108132,1,20180202,SPY,275.45,1.370267119,13702.67119
108132,1,20180205,SPY,263.93,1.31295916,13129.5916
108132,1,20180206,SPY,269.13,1.338827336,13388.27336
108132,1,20180207,SPY,267.67,1.331564348,13315.64348
108132,1,20180208,SPY,257.63,1.28161887,12816.1887
108132,1,20180209,SPY,261.5,1.300870763,13008.70763
108132,1,20180212,SPY,265.34,1.319973415,13199.73415
108132,1,20180213,SPY,266,1.323256684,13232.56684
108132,1,20180214,SPY,269.59,1.341115675,13411.15675
108132,1,20180215,SPY,273.03,1.358228468,13582.28468
108132,1,20180216,SPY,273.11,1.35862644,13586.2644
108132,1,20180220,SPY,271.4,1.35011979,13501.1979
108132,1,20180221,SPY,270.05,1.343404013,13434.04013
108132,1,20180222,SPY,270.4,1.34514514,13451.4514
108132,1,20180223,SPY,274.71,1.366585878,13665.85878
108132,1,20180226,SPY,277.9,1.382455009,13824.55009
108132,1,20180227,SPY,274.43,1.365192977,13651.92977
108132,1,20180228,SPY,271.65,1.351363452,13513.63452
108132,1,20180301,SPY,267.7,1.331713588,13317.13588
108132,1,20180302,SPY,269.08,1.338578603,13385.78603
108132,1,20180305,SPY,272.19,1.354049762,13540.49762
108132,1,20180306,SPY,272.88,1.35748227,13574.8227
108132,1,20180307,SPY,272.78,1.356984805,13569.84805
108132,1,20180308,SPY,274.1,1.363551342,13635.51342
108132,1,20180309,SPY,278.87,1.387280419,13872.80419
108132,1,20180312,SPY,278.52,1.385539292,13855.39292
108132,1,20180313,SPY,276.72,1.376584923,13765.84923
108132,1,20180314,SPY,275.3,1.369520921,13695.20921
108132,1,20180315,SPY,275,1.368028527,13680.28527
108132,1,20180316,SPY,274.2,1.364048807,13640.48807
108132,1,20180319,SPY,270.49,1.345592859,13455.92859
108132,1,20180320,SPY,270.95,1.347881197,13478.81197
108132,1,20180321,SPY,270.43,1.34529438,13452.9438
108132,1,20180322,SPY,263.67,1.311665751,13116.65751
108132,1,20180323,SPY,258.05,1.283708223,12837.08223
108132,1,20180326,SPY,265.11,1.318829246,13188.29246
108132,1,20180327,SPY,260.6,1.296393578,12963.93578
108132,1,20180328,SPY,259.83,1.292563098,12925.63098
108132,1,20180329,SPY,263.15,1.309078934,13090.78934
108132,1,20180402,SPY,257.47,1.280822926,12808.22926
108132,1,20180403,SPY,260.77,1.297239269,12972.39269
108132,1,20180404,SPY,263.56,1.31111854,13111.1854
108132,1,20180405,SPY,265.64,1.32146581,13214.6581
108132,1,20180406,SPY,259.72,1.292015887,12920.15887
108132,1,20180409,SPY,261,1.298383438,12983.83438
108132,1,20180410,SPY,265.15,1.319028232,13190.28232
108132,1,20180411,SPY,263.76,1.31211347,13121.1347
108132,1,20180412,SPY,265.93,1.322908458,13229.08458
108132,1,20180413,SPY,265.15,1.319028232,13190.28232
108132,1,20180416,SPY,267.33,1.329872967,13298.72967
108132,1,20180417,SPY,270.19,1.344100464,13441.00464
108132,1,20180418,SPY,270.39,1.345095394,13450.95394
108132,1,20180419,SPY,268.89,1.33763342,13376.3342
108132,1,20180420,SPY,266.61,1.32629122,13262.9122
108132,1,20180423,SPY,266.57,1.326092234,13260.92234
108132,1,20180424,SPY,262.98,1.308233243,13082.33243
108132,1,20180425,SPY,263.63,1.311466765,13114.66765
108132,1,20180426,SPY,266.31,1.324798825,13247.98825
108132,1,20180427,SPY,266.56,1.326042487,13260.42487
108132,1,20180430,SPY,264.51,1.315844457,13158.44457
108132,1,20180501,SPY,264.98,1.318182542,13181.82542
108132,1,20180502,SPY,263.2,1.309327666,13093.27666
108132,1,20180503,SPY,262.62,1.30644237,13064.4237
108132,1,20180504,SPY,266.02,1.323356177,13233.56177
108132,1,20180507,SPY,266.92,1.327833361,13278.33361
108132,1,20180508,SPY,266.92,1.327833361,13278.33361
108132,1,20180509,SPY,269.5,1.340667956,13406.67956
108132,1,20180510,SPY,272.02,1.353204072,13532.04072
108132,1,20180511,SPY,272.85,1.357333031,13573.33031
108132,1,20180514,SPY,272.98,1.357979735,13579.79735
108132,1,20180515,SPY,271.1,1.348627395,13486.27395
108132,1,20180516,SPY,272.24,1.354298495,13542.98495
108132,1,20180517,SPY,272.01,1.353154326,13531.54326
108132,1,20180518,SPY,271.33,1.349771564,13497.71564
108132,1,20180521,SPY,273.37,1.359919848,13599.19848
108132,1,20180522,SPY,272.61,1.356139115,13561.39115
108132,1,20180523,SPY,273.36,1.359870102,13598.70102
108132,1,20180524,SPY,272.8,1.357084298,13570.84298
108132,1,20180525,SPY,272.15,1.353850776,13538.50776
108132,1,20180529,SPY,269.02,1.338280124,13382.80124
108132,1,20180530,SPY,272.61,1.356139115,13561.39115
108132,1,20180531,SPY,270.94,1.347831451,13478.31451
108132,1,20180601,SPY,273.6,1.361064018,13610.64018
108132,1,20180604,SPY,274.9,1.367531062,13675.31062
108132,1,20180605,SPY,275.1,1.368525992,13685.25992
108132,1,20180606,SPY,277.4,1.379967685,13799.67685
108132,1,20180607,SPY,277.37,1.379818445,13798.18445
108132,1,20180608,SPY,278.19,1.383897658,13838.97658
108132,1,20180611,SPY,278.56,1.385738278,13857.38278
108132,1,20180612,SPY,278.92,1.387529151,13875.29151
108132,1,20180613,SPY,278.03,1.383101714,13831.01714
108132,1,20180614,SPY,278.73,1.386583968,13865.83968
108132,1,20180615,SPY,277.13,1.378624529,13786.24529
108132,1,20180618,SPY,276.56,1.375788979,13757.88979
108132,1,20180619,SPY,275.5,1.370515851,13705.15851
108132,1,20180620,SPY,275.97,1.372853936,13728.53936
108132,1,20180621,SPY,274.24,1.364247793,13642.47793
108132,1,20180622,SPY,274.74,1.366735118,13667.35118
108132,1,20180625,SPY,271,1.34812993,13481.2993
108132,1,20180626,SPY,271.6,1.351114719,13511.14719
108132,1,20180627,SPY,269.35,1.339921759,13399.21759
108132,1,20180628,SPY,270.89,1.347582718,13475.82718
108132,1,20180629,SPY,271.28,1.349522832,13495.22832
108132,1,20180702,SPY,271.86,1.352408128,13524.08128
108132,1,20180703,SPY,270.9,1.347632465,13476.32465
108132,1,20180705,SPY,273.11,1.35862644,13586.2644
108132,1,20180706,SPY,275.42,1.370117879,13701.17879
108132,1,20180709,SPY,277.9,1.382455009,13824.55009
108132,1,20180710,SPY,278.9,1.387429658,13874.29658
108132,1,20180711,SPY,276.86,1.377281374,13772.81374
108132,1,20180712,SPY,279.37,1.389767744,13897.67744
108132,1,20180713,SPY,279.59,1.390862166,13908.62166
108132,1,20180716,SPY,279.34,1.389618504,13896.18504
108132,1,20180717,SPY,280.47,1.395239858,13952.39858
108132,1,20180718,SPY,281.06,1.398174901,13981.74901
108132,1,20180719,SPY,280,1.392901773,13929.01773
108132,1,20180720,SPY,279.68,1.391309885,13913.09885
108132,1,20180723,SPY,280.2,1.393896702,13938.96702
108132,1,20180724,SPY,281.61,1.400910958,14009.10958
108132,1,20180725,SPY,284.01,1.412850116,14128.50116
108132,1,20180726,SPY,283.34,1.409517101,14095.17101
108132,1,20180727,SPY,281.42,1.399965774,13999.65774
108132,1,20180730,SPY,279.95,1.39265304,13926.5304
108132,1,20180731,SPY,281.33,1.399518056,13995.18056
108132,1,20180801,SPY,280.86,1.397179971,13971.79971
108132,1,20180802,SPY,282.39,1.404791184,14047.91184
108132,1,20180803,SPY,283.6,1.41081051,14108.1051
108132,1,20180806,SPY,284.64,1.415984145,14159.84145
108132,1,20180807,SPY,285.58,1.420660315,14206.60315
108132,1,20180808,SPY,285.46,1.420063357,14200.63357
108132,1,20180809,SPY,285.07,1.418123244,14181.23244
108132,1,20180810,SPY,283.16,1.408621664,14086.21664
108132,1,20180813,SPY,282.1,1.403348536,14033.48536
108132,1,20180814,SPY,283.9,1.412302904,14123.02904
108132,1,20180815,SPY,281.78,1.401756648,14017.56648
108132,1,20180816,SPY,284.06,1.413098848,14130.98848
108132,1,20180817,SPY,285.06,1.418073497,14180.73497
108132,1,20180820,SPY,285.67,1.421108033,14211.08033
108132,1,20180821,SPY,286.34,1.424441048,14244.41048
108132,1,20180822,SPY,286.17,1.423595358,14235.95358
108132,1,20180823,SPY,285.79,1.421704991,14217.04991
108132,1,20180824,SPY,287.51,1.430261388,14302.61388
108132,1,20180827,SPY,289.78,1.441553842,14415.53842
108132,1,20180828,SPY,289.92,1.442250293,14422.50293
108132,1,20180829,SPY,291.48,1.450010745,14500.10745
108132,1,20180830,SPY,290.3,1.444140659,14441.40659
108132,1,20180831,SPY,290.31,1.444190406,14441.90406
108132,1,20180904,SPY,289.81,1.441703081,14417.03081
108132,1,20180905,SPY,289.03,1.437822855,14378.22855
108132,1,20180906,SPY,288.16,1.43349491,14334.9491
108132,1,20180907,SPY,287.6,1.430709106,14307.09106
108132,1,20180910,SPY,288.1,1.433196431,14331.96431
108132,1,20180911,SPY,289.05,1.437922348,14379.22348
108132,1,20180912,SPY,289.12,1.438270573,14382.70573
108132,1,20180913,SPY,290.83,1.446777223,14467.77223
108132,1,20180914,SPY,290.88,1.447025956,14470.25956
108132,1,20180917,SPY,289.34,1.439364996,14393.64996
108132,1,20180918,SPY,290.91,1.447175195,14471.75195
108132,1,20180919,SPY,291.22,1.448717336,14487.17336
108132,1,20180920,SPY,293.58,1.460457509,14604.57509
108132,1,20180921,SPY,291.99,1.452547816,14525.47816
108132,1,20180924,SPY,291.02,1.447722407,14477.22407
108132,1,20180925,SPY,290.75,1.446379251,14463.79251
108132,1,20180926,SPY,289.88,1.442051307,14420.51307
108132,1,20180927,SPY,290.69,1.446080772,14460.80772
108132,1,20180928,SPY,290.72,1.446230012,14462.30012
108132,1,20181001,SPY,291.73,1.451254408,14512.54408
108132,1,20181002,SPY,291.56,1.450408717,14504.08717
108132,1,20181003,SPY,291.72,1.451204661,14512.04661
108132,1,20181004,SPY,289.44,1.439862461,14398.62461
108132,1,20181005,SPY,287.82,1.431803529,14318.03529
108132,1,20181008,SPY,287.82,1.431803529,14318.03529
108132,1,20181009,SPY,287.4,1.429714177,14297.14177
108132,1,20181010,SPY,278.3,1.384444869,13844.44869
108132,1,20181011,SPY,272.17,1.353950269,13539.50269
108132,1,20181012,SPY,275.95,1.372754443,13727.54443
108132,1,20181015,SPY,274.4,1.365043737,13650.43737
108132,1,20181016,SPY,280.4,1.394891632,13948.91632
108132,1,20181017,SPY,280.45,1.395140365,13951.40365
108132,1,20181018,SPY,276.4,1.374993035,13749.93035
108132,1,20181019,SPY,276.25,1.374246838,13742.46838
108132,1,20181022,SPY,275.01,1.368078273,13680.78273
108132,1,20181023,SPY,273.61,1.361113764,13611.13764
108132,1,20181024,SPY,265.32,1.319873922,13198.73922
108132,1,20181025,SPY,270.08,1.343553253,13435.53253
108132,1,20181026,SPY,265.33,1.319923669,13199.23669
108132,1,20181029,SPY,263.86,1.312610935,13126.10935
108132,1,20181030,SPY,267.77,1.332061813,13320.61813
108132,1,20181031,SPY,270.63,1.34628931,13462.8931
108132,1,20181101,SPY,273.51,1.360616299,13606.16299
108132,1,20181102,SPY,271.89,1.352557368,13525.57368
108132,1,20181105,SPY,273.39,1.360019341,13600.19341
108132,1,20181106,SPY,275.12,1.368625485,13686.25485
108132,1,20181107,SPY,281.01,1.397926168,13979.26168
108132,1,20181108,SPY,280.5,1.395389097,13953.89097
108132,1,20181109,SPY,277.76,1.381758558,13817.58558
108132,1,20181112,SPY,272.57,1.355940129,13559.40129
108132,1,20181113,SPY,272.06,1.353403058,13534.03058
108132,1,20181114,SPY,270.2,1.344150211,13441.50211
108132,1,20181115,SPY,273.02,1.358178721,13581.78721
108132,1,20181116,SPY,273.73,1.361710722,13617.10722
108132,1,20181119,SPY,269.1,1.338678096,13386.78096
108132,1,20181120,SPY,264.12,1.313904343,13139.04343
108132,1,20181121,SPY,265.02,1.318381528,13183.81528
108132,1,20181123,SPY,263.25,1.309576399,13095.76399
108132,1,20181126,SPY,267.5,1.330718658,13307.18658
108132,1,20181127,SPY,268.4,1.335195842,13351.95842
108132,1,20181128,SPY,274.58,1.365939174,13659.39174
108132,1,20181129,SPY,273.98,1.362954384,13629.54384
108132,1,20181130,SPY,275.65,1.371262049,13712.62049
108132,1,20181203,SPY,279.3,1.389419518,13894.19518
108132,1,20181204,SPY,270.25,1.344398943,13443.98943
108132,1,20181206,SPY,269.84,1.342359337,13423.59337
108132,1,20181207,SPY,263.57,1.311168286,13111.68286
108132,1,20181210,SPY,264.07,1.313655611,13136.55611
108132,1,20181211,SPY,264.13,1.31395409,13139.5409
108132,1,20181212,SPY,265.46,1.320570373,13205.70373
108132,1,20181213,SPY,265.37,1.320122655,13201.22655
108132,1,20181214,SPY,260.47,1.295746874,12957.46874
108132,1,20181217,SPY,255.36,1.270326417,12703.26417
108132,1,20181218,SPY,255.08,1.268933515,12689.33515
108132,1,20181219,SPY,251.26,1.249930355,12499.30355
108132,1,20181220,SPY,247.17,1.22958404,12295.8404
108132,1,20181221,SPY,240.7,1.197398059,11973.98059
108132,1,20181224,SPY,234.34,1.165759291,11657.59291
108132,1,20181226,SPY,246.18,1.224659137,12246.59137
108132,1,20181227,SPY,248.07,1.234061224,12340.61224
108132,1,20181228,SPY,247.75,1.232469336,12324.69336
108132,1,20181231,SPY,249.92,1.243264325,12432.64325
108132,1,20190102,SPY,250.18,1.244557734,12445.57734
108132,1,20190103,SPY,244.21,1.214859078,12148.59078
108132,1,20190104,SPY,252.39,1.255551708,12555.51708
108132,1,20190107,SPY,254.38,1.26545126,12654.5126
108132,1,20190108,SPY,256.77,1.277340672,12773.40672
108132,1,20190109,SPY,257.97,1.283310251,12833.10251
108132,1,20190110,SPY,258.88,1.287837182,12878.37182
108132,1,20190111,SPY,258.98,1.288334647,12883.34647
108132,1,20190114,SPY,257.4,1.280474701,12804.74701
108132,1,20190115,SPY,260.35,1.295149916,12951.49916
108132,1,20190116,SPY,260.98,1.298283945,12982.83945
108132,1,20190117,SPY,262.96,1.30813375,13081.3375
108132,1,20190118,SPY,266.46,1.325545023,13255.45023
108132,1,20190122,SPY,262.86,1.307636285,13076.36285
108132,1,20190123,SPY,263.41,1.310372343,13103.72343
108132,1,20190124,SPY,263.55,1.311068793,13110.68793
108132,1,20190125,SPY,265.78,1.322162261,13221.62261
108132,1,20190128,SPY,263.76,1.31211347,13121.1347
108132,1,20190129,SPY,263.41,1.310372343,13103.72343
108132,1,20190130,SPY,267.58,1.33111663,13311.1663
108132,1,20190131,SPY,269.93,1.342807055,13428.07055
108132,1,20190201,SPY,270.06,1.34345376,13434.5376
108132,1,20190204,SPY,271.96,1.352905593,13529.05593
108132,1,20190205,SPY,273.1,1.358576693,13585.76693
108132,1,20190206,SPY,272.74,1.356785819,13567.85819
108132,1,20190207,SPY,270.14,1.343851732,13438.51732
108132,1,20190208,SPY,270.47,1.345493366,13454.93366
108132,1,20190211,SPY,270.62,1.346239563,13462.39563
108132,1,20190212,SPY,274.1,1.363551342,13635.51342
108132,1,20190213,SPY,274.99,1.36797878,13679.7878
108132,1,20190214,SPY,274.38,1.364944244,13649.44244
108132,1,20190215,SPY,277.37,1.379818445,13798.18445
108132,1,20190219,SPY,277.85,1.382206277,13822.06277
108132,1,20190220,SPY,278.41,1.38499208,13849.9208
108132,1,20190221,SPY,277.42,1.380067178,13800.67178
108132,1,20190222,SPY,279.14,1.388623574,13886.23574
108132,1,20190225,SPY,279.52,1.390513941,13905.13941
108132,1,20190226,SPY,279.32,1.389519011,13895.19011
108132,1,20190227,SPY,279.2,1.388922053,13889.22053
108132,1,20190228,SPY,278.68,1.386335236,13863.35236
108132,1,20190301,SPY,280.42,1.394991125,13949.91125
108132,1,20190304,SPY,279.4,1.389916983,13899.16983
108132,1,20190305,SPY,279.02,1.388026616,13880.26616
108132,1,20190306,SPY,277.33,1.379619459,13796.19459
108132,1,20190307,SPY,275.01,1.368078273,13680.78273
108132,1,20190308,SPY,274.46,1.365342216,13653.42216
108132,1,20190311,SPY,278.44,1.38514132,13851.4132
108132,1,20190312,SPY,279.49,1.390364701,13903.64701
108132,1,20190313,SPY,281.34,1.399567802,13995.67802
108132,1,20190314,SPY,281.16,1.398672366,13986.72366
108132,1,20190315,SPY,281.31,1.399418563,13994.18563
108132,1,20190318,SPY,282.33,1.404492705,14044.92705
108132,1,20190319,SPY,282.4,1.404840931,14048.40931
108132,1,20190320,SPY,281.55,1.400612479,14006.12479
108132,1,20190321,SPY,284.73,1.416431863,14164.31863
108132,1,20190322,SPY,279.25,1.389170786,13891.70786
108132,1,20190325,SPY,279.04,1.388126109,13881.26109
108132,1,20190326,SPY,281.12,1.39847338,13984.7338
108132,1,20190327,SPY,279.65,1.391160645,13911.60645
108132,1,20190328,SPY,280.71,1.396433773,13964.33773
108132,1,20190329,SPY,282.48,1.405238903,14052.38903
108132,1,20190401,SPY,285.83,1.421903977,14219.03977
108132,1,20190402,SPY,285.97,1.422600428,14226.00428
108132,1,20190403,SPY,286.42,1.42483902,14248.3902
108132,1,20190404,SPY,287.18,1.428619754,14286.19754
108132,1,20190405,SPY,288.57,1.435534516,14355.34516
108132,1,20190408,SPY,288.79,1.436628939,14366.28939
108132,1,20190409,SPY,287.31,1.429266458,14292.66458
108132,1,20190410,SPY,288.29,1.434141614,14341.41614
108132,1,20190411,SPY,288.21,1.433743642,14337.43642
108132,1,20190412,SPY,290.16,1.443444208,14434.44208
108132,1,20190415,SPY,289.97,1.442499025,14424.99025
108132,1,20190416,SPY,290.16,1.443444208,14434.44208
108132,1,20190417,SPY,289.45,1.439912207,14399.12207
108132,1,20190418,SPY,290.02,1.442747757,14427.47757
108132,1,20190422,SPY,290.27,1.44399142,14439.9142
108132,1,20190423,SPY,292.88,1.456975254,14569.75254
108132,1,20190424,SPY,292.23,1.453741732,14537.41732
108132,1,20190425,SPY,292.05,1.452846295,14528.46295
108132,1,20190426,SPY,293.41,1.459611818,14596.11818
108132,1,20190429,SPY,293.87,1.461900157,14619.00157
108132,1,20190430,SPY,294.02,1.462646354,14626.46354
108132,1,20190501,SPY,291.81,1.451652379,14516.52379
108132,1,20190502,SPY,291.18,1.44851835,14485.1835
108132,1,20190503,SPY,294.03,1.462696101,14626.96101
108132,1,20190506,SPY,292.82,1.456676775,14566.76775
108132,1,20190507,SPY,287.93,1.432350741,14323.50741
108132,1,20190508,SPY,287.53,1.430360881,14303.60881
108132,1,20190509,SPY,286.66,1.426032936,14260.32936
108132,1,20190510,SPY,288.1,1.433196431,14331.96431
108132,1,20190513,SPY,280.86,1.397179971,13971.79971
108132,1,20190514,SPY,283.4,1.40981558,14098.1558
108132,1,20190515,SPY,285.06,1.418073497,14180.73497
108132,1,20190516,SPY,287.7,1.431206571,14312.06571
108132,1,20190517,SPY,285.84,1.421953724,14219.53724
108132,1,20190520,SPY,283.95,1.412551637,14125.51637
108132,1,20190521,SPY,286.51,1.425286739,14252.86739
108132,1,20190522,SPY,285.63,1.420909047,14209.09047
108132,1,20190523,SPY,282.14,1.403547522,14035.47522
108132,1,20190524,SPY,282.78,1.406731297,14067.31297
108132,1,20190528,SPY,280.15,1.39364797,13936.4797
108132,1,20190529,SPY,278.27,1.384295629,13842.95629
108132,1,20190530,SPY,279.03,1.388076363,13880.76363
108132,1,20190531,SPY,275.27,1.369371682,13693.71682
108132,1,20190603,SPY,274.57,1.365889427,13658.89427
108132,1,20190604,SPY,280.53,1.395538337,13955.38337
108132,1,20190605,SPY,282.96,1.407626734,14076.26734
108132,1,20190606,SPY,284.8,1.416780089,14167.80089
108132,1,20190607,SPY,287.65,1.430957839,14309.57839
108132,1,20190610,SPY,288.97,1.437524376,14375.24376
108132,1,20190611,SPY,288.9,1.43717615,14371.7615
108132,1,20190612,SPY,288.39,1.434639079,14346.39079
108132,1,20190613,SPY,289.58,1.440558912,14405.58912
108132,1,20190614,SPY,289.26,1.438967024,14389.67024
108132,1,20190617,SPY,289.37,1.439514235,14395.14235
108132,1,20190618,SPY,292.4,1.454587422,14545.87422
108132,1,20190619,SPY,293.06,1.457870691,14578.70691
108132,1,20190620,SPY,295.86,1.471799709,14717.99709
108132,1,20190621,SPY,294,1.462546861,14625.46861
108132,1,20190624,SPY,293.64,1.460755987,14607.55987
108132,1,20190625,SPY,290.76,1.446428998,14464.28998
108132,1,20190626,SPY,290.47,1.44498635,14449.8635
108132,1,20190627,SPY,291.5,1.450110238,14501.10238
108132,1,20190628,SPY,293,1.457572212,14575.72212
108132,1,20190701,SPY,295.66,1.470804779,14708.04779
108132,1,20190702,SPY,296.43,1.474635259,14746.35259
108132,1,20190703,SPY,298.8,1.486425177,14864.25177
108132,1,20190705,SPY,298.46,1.484733797,14847.33797
108132,1,20190708,SPY,296.82,1.476575372,14765.75372
108132,1,20190709,SPY,297.19,1.478415992,14784.15992
108132,1,20190710,SPY,298.61,1.485479994,14854.79994
108132,1,20190711,SPY,299.31,1.488962248,14889.62248
108132,1,20190712,SPY,300.65,1.495628278,14956.28278
108132,1,20190715,SPY,300.75,1.496125743,14961.25743
108132,1,20190716,SPY,299.71,1.490952108,14909.52108
108132,1,20190717,SPY,297.74,1.481152049,14811.52049
108132,1,20190718,SPY,298.83,1.486574417,14865.74417
108132,1,20190719,SPY,297.17,1.478316499,14783.16499
108132,1,20190722,SPY,297.9,1.481947993,14819.47993
108132,1,20190723,SPY,300.03,1.492543996,14925.43996
108132,1,20190724,SPY,301.44,1.499558251,14995.58251
108132,1,20190725,SPY,300,1.492394756,14923.94756
108132,1,20190726,SPY,302.01,1.502393801,15023.93801
108132,1,20190729,SPY,301.46,1.499657744,14996.57744
108132,1,20190730,SPY,300.72,1.495976504,14959.76504
108132,1,20190731,SPY,297.43,1.479609908,14796.09908
108132,1,20190801,SPY,294.84,1.466725567,14667.25567
108132,1,20190802,SPY,292.62,1.455681845,14556.81845
108132,1,20190805,SPY,283.82,1.411904932,14119.04932
108132,1,20190806,SPY,287.8,1.431704036,14317.04036
108132,1,20190807,SPY,287.97,1.432549727,14325.49727
108132,1,20190808,SPY,293.62,1.460656495,14606.56495
108132,1,20190809,SPY,291.62,1.450707196,14507.07196
108132,1,20190812,SPY,288.07,1.433047192,14330.47192
108132,1,20190813,SPY,292.55,1.45533362,14553.3362
108132,1,20190814,SPY,283.9,1.412302904,14123.02904
108132,1,20190815,SPY,284.65,1.416033891,14160.33891
108132,1,20190816,SPY,288.85,1.436927418,14369.27418
108132,1,20190819,SPY,292.33,1.454239197,14542.39197
108132,1,20190820,SPY,290.09,1.443095983,14430.95983
108132,1,20190821,SPY,292.45,1.454836155,14548.36155
108132,1,20190822,SPY,292.36,1.454388437,14543.88437
108132,1,20190823,SPY,284.85,1.417028821,14170.28821
108132,1,20190826,SPY,288,1.432698966,14326.98966
108132,1,20190827,SPY,286.87,1.427077612,14270.77612
108132,1,20190828,SPY,288.89,1.437126404,14371.26404
108132,1,20190829,SPY,292.58,1.455482859,14554.82859
108132,1,20190830,SPY,292.45,1.454836155,14548.36155
108132,1,20190903,SPY,290.74,1.446329505,14463.29505
108132,1,20190904,SPY,294.04,1.462745847,14627.45847
108132,1,20190905,SPY,297.82,1.481550021,14815.50021
108132,1,20190906,SPY,298.05,1.48269419,14826.9419
108132,1,20190909,SPY,298.2,1.483440388,14834.40388
108132,1,20190910,SPY,298.13,1.483092162,14830.92162
108132,1,20190911,SPY,300.25,1.493638419,14936.38419
108132,1,20190912,SPY,301.29,1.498812054,14988.12054
108132,1,20190913,SPY,301.09,1.497817124,14978.17124
108132,1,20190916,SPY,300.16,1.4931907,14931.907
108132,1,20190917,SPY,300.92,1.496971434,14969.71434
108132,1,20190918,SPY,301.1,1.49786687,14978.6687
108132,1,20190919,SPY,301.08,1.497767377,14977.67377
108132,1,20190920,SPY,298.28,1.48383836,14838.3836
108132,1,20190923,SPY,298.21,1.483490134,14834.90134
108132,1,20190924,SPY,295.87,1.471849455,14718.49455
108132,1,20190925,SPY,297.62,1.480555091,14805.55091
108132,1,20190926,SPY,297,1.477470809,14774.70809
108132,1,20190927,SPY,295.4,1.46951137,14695.1137
108132,1,20190930,SPY,296.77,1.476326639,14763.26639
108132,1,20191001,SPY,293.24,1.458766128,14587.66128
108132,1,20191002,SPY,288.06,1.432997445,14329.97445
108132,1,20191003,SPY,290.42,1.444737617,14447.37617
108132,1,20191004,SPY,294.35,1.464287988,14642.87988
108132,1,20191007,SPY,293.08,1.457970184,14579.70184
108132,1,20191008,SPY,288.53,1.43533553,14353.3553
108132,1,20191009,SPY,291.27,1.448966069,14489.66069
108132,1,20191010,SPY,293.24,1.458766128,14587.66128
108132,1,20191011,SPY,296.28,1.473889061,14738.89061
108132,1,20191014,SPY,295.95,1.472247427,14722.47427
108132,1,20191015,SPY,298.88,1.486823149,14868.23149
108132,1,20191016,SPY,298.4,1.484435318,14844.35318
108132,1,20191017,SPY,299.28,1.488813009,14888.13009
108132,1,20191018,SPY,297.97,1.482296218,14822.96218
108132,1,20191021,SPY,299.99,1.49234501,14923.4501
108132,1,20191022,SPY,299.01,1.487469854,14874.69854
108132,1,20191023,SPY,299.88,1.491797798,14917.97798
